chip_id,chip_x,chip_y,tile
chip_137_496,-83.93437898341216,42.67408559282941,16TGN
chip_108_306,-99.76123660720683,44.92719542644149,14TMQ
chip_345_403,-92.28116433867427,30.670986754579612,15RWP
chip_283_264,-102.33956523784055,34.29702064332142,13SGU
chip_208_465,-87.03226158642197,38.64419911028512,16SDH
chip_287_412,-91.45429036545333,34.1402875141548,15SXT
chip_145_433,-89.16731389713203,42.57143580462995,16TCN
chip_225_482,-85.85597357418285,37.52775776685903,16SEG
chip_206_407,-91.54212158216934,39.0093372301746,15SXD
chip_218_448,-88.41519057058709,38.1355689276395,16SCH
chip_122_562,-78.35257231812155,42.94730855242316,17TQH
chip_270_476,-86.65355490013513,34.878525847465234,16SED
chip_213_335,-97.1779563594561,38.664053874878356,14SPH
chip_236_290,-100.59610413750899,37.20346588273076,14SLG
chip_286_569,-80.04978959549008,33.181871051908644,17SNS
chip_090_356,-95.48919042937911,46.06738300689824,14TQS
chip_106_407,-91.14186893220747,45.01285436580492,15TXK
chip_094_328,-97.91001839253013,45.812754032176535,14TNR
chip_162_485,-85.07229468897503,41.26294917286912,16TFL
chip_211_448,-88.37174718065987,38.55390243346193,16SCH
chip_206_295,-100.31849705505645,39.01426685136095,14SLJ
chip_314_437,-89.75289366571313,32.43230477202813,16SBA
chip_236_592,-77.7189219309723,35.89067756400345,18STE
chip_197_311,-99.08866911900414,39.59088694838393,14SMJ
chip_371_343,-96.4906801076395,29.157768174945726,14RQT
chip_092_355,-95.5766773856245,45.9465910629462,14TQR
chip_188_404,-91.71329547035081,40.09584038103922,15TXE
chip_146_500,-83.70299966236858,42.1068616845949,16TGM
chip_135_361,-95.09287968100666,43.34915313882608,15TUJ
chip_115_506,-82.86744888292117,43.906995840475005,17TLJ
chip_106_441,-88.2489303844173,44.87674229835229,16TCQ
chip_182_263,-102.95634860149801,40.337330250902575,13TFE
chip_101_399,-91.8052333467492,45.337598631328426,15TWL
chip_136_470,-86.05873138844187,42.914467428605576,16TEN
chip_195_257,-103.35345748976717,39.53281184247448,13SFD
chip_138_440,-88.54740285187421,42.959582224138366,16TCN
chip_371_344,-96.42166234720109,29.158059423156956,14RQT
chip_137_491,-84.34368789881765,42.71151076841294,16TGN
chip_197_399,-92.13961974208476,39.5694473473704,15SWD
chip_152_535,-80.95244727764629,41.44878281612155,17TMF
chip_297_234,-104.44663343564937,33.31724218194198,13SES
chip_220_444,-88.73570949920096,38.03474150816573,16SCH
chip_179_362,-95.04636680606484,40.70508278642054,15TUF
chip_104_403,-91.47478491693418,45.14543131710965,15TXL
chip_356_567,-80.99150977932817,29.02766053423941,17RMN
chip_112_400,-91.76161194667687,44.67127988129236,15TWK
chip_238_444,-88.84042751099062,36.958505680529925,16SCF
chip_319_410,-91.70707396420678,32.22156901531126,15SXR
chip_111_392,-92.43736081155312,44.751389094600725,15TWK
chip_122_402,-91.63097012905193,44.06338767603526,15TXJ
chip_184_613,-75.33589917737642,38.687970279433515,18SVH
chip_317_531,-83.08551033371364,31.68129317421544,17SKR
chip_136_277,-102.07610838739278,43.15140324001809,13TGH
chip_203_414,-90.98217045643324,39.168069800825414,15SXD
chip_123_417,-90.37561376230279,43.95570251346549,15TYJ
chip_128_485,-84.74763936862239,43.292385584289086,16TFP
chip_172_349,-96.0895040658203,41.128702699422504,14TQL
chip_205_480,-85.84487958598858,38.73282479725126,16SEH
chip_126_483,-84.89354295487126,43.426062831356944,16TFP
chip_079_312,-99.33684720148548,46.69450652499196,14TMS
chip_123_508,-82.7941717784218,43.41320025478732,17TLJ
chip_141_484,-84.95575238681317,42.52288172658401,16TFN
chip_171_338,-96.97777691179095,41.18501691223065,14TPL
chip_267_279,-101.3034017541325,35.311585362610124,14SKE
chip_168_602,-75.91287061853699,39.76569228006913,18TVK
chip_084_360,-95.13762152706121,46.42914595194392,15TUM
chip_144_356,-95.51317778940347,42.80990424104208,14TQN
chip_080_322,-98.45944501371322,46.652367530213006,14TNS
chip_109_398,-91.92037262149579,44.85745752187188,15TWK
chip_123_492,-84.11772414612344,43.53997849429532,16TGP
chip_232_272,-101.98846186874096,37.38288610417727,13SGB
chip_122_569,-77.78353154794098,42.86833432264828,17TQH
chip_289_130,-112.0008909573709,32.99152205947641,12SVB
chip_186_511,-83.24892807769284,39.64039656432163,17SLD
chip_203_196,-108.04968110330134,38.682665164509,12SYH
chip_111_336,-97.20044755912977,44.79340902369703,14TPQ
chip_256_446,-88.7924032523416,35.872650387920494,16SCE
chip_243_284,-101.02577827797894,36.7659735244436,14SLF
chip_167_522,-82.17123004427806,40.6769549099987,17TLF
chip_193_508,-83.55616402627086,39.2481189044723,17SKD
chip_189_347,-96.2472939746865,40.10853142986171,14TQK
chip_150_503,-83.50259600968742,41.84517179999159,16TGM
chip_227_301,-99.78338096960275,37.77168384635725,14SMG
chip_162_370,-94.38164532928387,41.71893622078106,15TUG
chip_107_399,-91.82781941630216,44.975478289553386,15TWK
chip_329_496,-85.65497187811542,31.22012470292568,16RFV
chip_088_302,-100.17681344839038,46.12542623166262,14TMS
chip_199_322,-98.21663613869691,39.48941388845712,14SNJ
chip_229_456,-87.87098853888916,37.43866417049803,16SDG
chip_199_016,-121.70596771673873,36.78298056545097,10SFF
chip_331_493,-85.88112049834893,31.119483982311262,16RFV
chip_134_499,-83.65697117989126,42.82989588797339,16TGN
chip_169_345,-96.41327303586228,41.3081430342438,14TQL
chip_194_312,-99.01726735520492,39.772620950080906,14TMK
chip_076_361,-95.04341461646285,46.913855230039495,15TUN
chip_184_378,-93.77289224306334,40.38908487987246,15TVE
chip_323_535,-82.86237678931884,31.2894724402483,17RLQ
chip_246_594,-77.7150995784392,35.27850603264557,18STE
chip_279_256,-102.94803377244928,34.50325084716902,13SFU
chip_096_379,-93.50891789457775,45.68228108900384,15TVL
chip_125_124,-114.75331930098862,42.60743857004581,11TPH
chip_123_390,-92.64333851136193,44.03255887481198,15TWJ
chip_215_317,-98.57654352972824,38.52285010596243,14SNH
chip_257_446,-88.79808856746965,35.81280649529129,16SCE
chip_181_511,-83.19585888938512,39.93753774706406,17TLE
chip_236_281,-101.28294041679115,37.17542536278362,14SKG
chip_142_361,-95.09841101983316,42.9279914859318,15TUH
chip_104_104,-116.7370283498619,43.59558240320337,11TNJ
chip_144_421,-90.14870057701732,42.6795365867006,15TYH
chip_103_390,-92.5828501946697,45.23860821113416,15TWL
chip_227_608,-76.40416488272004,36.229988488607184,18SUF
chip_244_587,-78.19979998220212,35.47574217978514,17SQV
chip_186_422,-90.27494603840363,40.15879084396359,15TYE
chip_180_611,-75.42120535974841,38.94798036625786,18SVJ
chip_176_515,-82.82671755042011,40.20193989294583,17TLE
chip_108_405,-91.32077840762094,44.89829771114883,15TXK
chip_175_432,-89.42040276995601,40.778506635453006,16TBL
chip_110_401,-91.66903670946506,44.78914101685192,15TXK
chip_121_153,-112.45596711128971,43.16521013641006,12TUN
chip_093_366,-94.62587796626936,45.87976658009232,15TUL
chip_274_468,-87.27123771377921,34.68494662878514,16SDD
chip_159_404,-91.60672937924537,41.83445859491878,15TXG
chip_089_364,-94.79441790443255,46.12356634970429,15TUM
chip_245_279,-101.39647532783931,36.629750821772205,14SKF
chip_102_365,-94.72279972713848,45.33633720192374,15TUL
chip_308_380,-93.83842171638442,32.945397735657515,15SVS
chip_226_308,-99.24718718172112,37.84712231969383,14SMG
chip_107_393,-92.33929988108568,44.99040583386519,15TWK
chip_152_476,-85.70816706545106,41.9198952995688,16TFM
chip_181_510,-83.27449095562702,39.94556915321051,17TLE
chip_281_561,-80.56372494263773,33.55782746189933,17SNT
chip_103_333,-97.46615569784008,45.27397440771117,14TPR
chip_366_342,-96.5617371553614,29.460693951196,14RQT
chip_065_196,-109.58255583035019,46.9152538247851,12TXT
chip_319_383,-93.64129817795559,32.27852563596955,15SVR
chip_086_353,-95.74841738715027,46.310416935935834,14TQS
chip_227_303,-99.62945414094766,37.77635956230809,14SMG
chip_081_346,-96.35929969936274,46.61330384029316,14TPS
chip_114_582,-76.59639779028007,43.1864241981694,18TUN
chip_197_365,-94.82365635751017,39.62347450573168,15SUD
chip_139_390,-92.69020946119898,43.06977398031608,15TWH
chip_142_489,-84.55710899188401,42.42771630955813,16TFN
chip_049_304,-100.15120570470195,48.49954124330467,14UMU
chip_181_263,-102.9621885687435,40.397156494933114,13TFE
chip_233_331,-97.46571269964448,37.46170617526172,14SPG
chip_234_591,-77.76400439785651,36.01995051043429,18STE
chip_369_341,-96.62962853140844,29.278383969061238,14RQT
chip_105_424,-89.68827687487524,45.01284166898262,15TYK
chip_118_505,-82.98503038203967,43.73624515081894,17TLJ
chip_310_544,-82.09748331351646,31.98912578865199,17SLR
chip_174_400,-91.98405216754662,40.94542725505247,15TWF
chip_205_430,-89.73917455621755,38.991470972513284,16SBJ
chip_224_332,-97.39918557710638,38.00218015417556,14SPH
chip_059_333,-97.52672436633429,47.942688246138296,14UPU
chip_070_349,-96.0979893831909,47.28162846434637,14TQT
chip_341_458,-88.4038190825182,30.71456677533532,16RCV
chip_169_400,-91.96698213759709,41.245252568134106,15TWF
chip_123_391,-92.55926450427273,44.030404102866136,15TWJ
chip_198_480,-85.78628595112316,39.15010599213312,16SEJ
chip_132_507,-82.97924436421673,42.88509542511958,17TLH
chip_075_320,-98.64652899162202,46.95244093157677,14TNT
chip_196_323,-98.14313992031907,39.670636026976815,14SNJ
chip_194_317,-98.62161387592289,39.78151546913648,14TNK
chip_208_298,-100.07698782521317,38.90241494629111,14SMJ
chip_247_595,-77.65626643946736,35.20806997037809,18STE
chip_186_613,-75.36949317890476,38.570881755391035,18SVH
chip_106_393,-92.33601086805066,45.050753179728616,15TWK
chip_156_523,-81.96214737378924,41.321262679774996,17TMF
chip_094_383,-93.15905847683591,45.79644809426223,15TVL
chip_195_344,-96.48345847499233,39.748003181815605,14TQK
chip_367_551,-82.1922514114302,28.51400653809015,17RLM
chip_186_503,-83.87591907611416,39.703003436628585,17TKE
chip_052_247,-105.23329336938765,48.072156872949975,13UDP
chip_297_429,-90.25278322353498,33.484365570196985,15SYT
chip_084_362,-94.96325119049493,46.427934570890145,15TUM
chip_184_281,-101.51330285246534,40.28840371955324,14TKK
chip_249_583,-78.5617481546519,35.224952355531926,17SQV
chip_230_309,-99.1598793752706,37.60944363388503,14SMG
chip_223_453,-88.06182665349093,37.812330900839726,16SDG
chip_265_568,-79.86390686295299,34.43708060262308,17SNU
chip_351_419,-91.17927001772773,30.2649080587213,15RXP
chip_199_367,-94.66789252933776,39.50197351011794,15SUD
chip_091_336,-97.22233303976455,46.00229710332363,14TPS
chip_089_355,-95.57551751405673,46.128241194498415,14TQS
chip_090_302,-100.16920066183943,46.00443237268344,14TMS
chip_238_587,-78.11594863044853,35.82956648945825,17SQV
chip_213_402,-91.95673981085235,38.60347743500815,15SWC
chip_309_524,-83.50478192501178,32.21582022836154,17SKR
chip_213_307,-99.35966279697917,38.62397786754477,14SMH
chip_327_510,-84.65437485973689,31.243847360361347,16RGV
chip_218_324,-98.02701845844001,38.353205267616154,14SNH
chip_214_304,-99.5903049409119,38.557488937185546,14SMH
chip_203_329,-97.65925778943509,39.25817787913167,14SPJ
chip_124_502,-83.3010432147379,43.40263620265125,17TLJ
chip_121_391,-92.55316333920376,44.15086659227371,15TWJ
chip_105_394,-92.24730062703644,45.10875153084892,15TWL
chip_285_424,-90.56629241416742,34.22249581639138,15SYT
chip_062_313,-99.3010418227267,47.72909666793136,14TMT
chip_250_259,-102.88209985105897,36.25295040220676,13SFA
chip_267_282,-101.08009437498703,35.32142109483763,14SLE
chip_173_579,-77.77556662940508,39.74806046694889,18TTK
chip_211_436,-89.3035556080312,38.608073913523704,16SBH
chip_215_329,-97.64295260483189,38.53882069625052,14SPH
chip_119_506,-82.91355715496105,43.6683408980863,17TLJ
chip_228_266,-102.46794315013423,37.5986609940555,13SGB
chip_037_148,-114.19139869994859,48.10931780397333,11UQP
chip_057_291,-101.27946042705443,47.972856501851986,13UGP
chip_213_461,-87.37804208868617,38.3678753979884,16SDH
chip_070_296,-100.77537598890157,47.199023032267014,14TLT
chip_116_445,-87.98119662855167,44.255512117094746,16TDQ
chip_284_250,-103.36075164918377,34.17645345940822,13SFT
chip_179_269,-102.4950927758857,40.542301941533516,13TGE
chip_179_506,-83.56848333165377,40.096132220153365,17TKE
chip_093_375,-93.84783214250324,45.86966109564298,15TVL
chip_173_352,-95.84759437443527,41.068624097419566,15TTF
chip_222_313,-98.87118720505705,38.09647134872508,14SNH
chip_056_058,-121.51077793974892,45.738815419319316,10TFR
chip_093_386,-92.89728943069481,45.851257338688086,15TWL
chip_101_400,-91.71954918438072,45.33490452514471,15TWL
chip_103_386,-92.92524972981985,45.24686203938252,15TWL
chip_110_420,-90.05571601071375,44.72717365335497,15TYK
chip_113_420,-90.07161238844644,44.54650825983961,15TYK
chip_134_430,-89.35044845565051,43.24418199594477,15TYJ
chip_303_548,-81.74014000594886,32.370957584560834,17SMR
chip_090_351,-95.92276811798442,46.068319767576945,14TQS
chip_202_294,-100.41128759399905,39.25109072512832,14SLJ
chip_238_468,-87.02009802624472,36.83641711117029,16SDF
chip_282_262,-102.49137872278199,34.348880657612334,13SGU
chip_139_361,-95.09604872745726,43.10845473044711,15TUH
chip_147_502,-83.55146514748105,42.03169178404393,16TGM
chip_200_272,-102.14693485203964,39.29758744688386,13SGD
chip_107_402,-91.57216800156662,44.96728425553386,15TXK
chip_238_591,-77.82122317120196,35.78428848813401,18STE
chip_210_482,-85.73179790822769,38.42192558716757,16SFH
chip_055_317,-98.96488783905382,48.163386230880164,14UMU
chip_186_497,-84.34686278854379,39.74789798364891,16TGK
chip_142_441,-88.49098832104025,42.71503535678298,16TCN
chip_099_331,-97.64343674660421,45.513753147497134,14TPR
chip_154_466,-86.53628354630925,41.862731275611765,16TEM
chip_125_481,-85.04962168625687,43.49979994319556,16TFP
chip_112_356,-95.4992427906161,44.737494293517805,14TQQ
chip_224_377,-93.92252910336269,37.992550238926725,15SVC
chip_220_478,-86.12155574705297,37.85111267461227,16SEG
chip_207_478,-86.01645123087893,38.626270645365885,16SEH
chip_207_335,-97.18378286676527,39.02375483791447,14SPJ
chip_099_373,-94.03145505446766,45.50940848736423,15TVL
chip_096_373,-94.02609712392847,45.69080681400519,15TVL
chip_131_429,-89.41614311092478,43.42849578893977,15TYJ
chip_293_536,-82.49122583005305,33.072187117858576,17SLS
chip_261_442,-89.11914941146024,35.5911458753622,16SCE
chip_125_491,-84.22125956464211,43.42797922656908,16TGP
chip_110_490,-84.14841415606371,44.3321816779691,16TGQ
chip_131_473,-85.76738996412905,43.19445719384885,16TEN
chip_173_325,-98.02379360005897,41.05266831100463,14TNL
chip_184_404,-91.69890488517339,40.335522722409486,15TXE
chip_203_435,-89.33761014960517,39.09073942166171,16SBJ
chip_150_587,-76.7899604622648,41.00723292115782,18TUL
chip_088_363,-94.88017797507952,46.18487347188393,15TUM
chip_203_450,-88.16530887893269,39.02220797220419,16SCJ
chip_231_303,-99.61772829793853,37.53669397834354,14SMG
chip_131_421,-90.08196554532809,43.46015055655652,15TYJ
chip_120_483,-84.83489792901166,43.78488182810575,16TFP
chip_172_413,-90.9308136406148,41.02804021902369,15TXF
chip_212_436,-89.30903577182701,38.54826896305494,16SBH
chip_034_667,-67.89008323888383,46.6009570244851,19TEM
chip_101_376,-93.77757174310932,45.38452842099829,15TVL
chip_163_537,-80.93313880998714,40.777891414287886,17TNF
chip_209_430,-89.75972861298953,38.75216982087472,16SBH
chip_185_606,-75.8860017797872,38.71874225704683,18SVH
chip_157_477,-85.67130820638356,41.61486765222766,16TFM
chip_098_310,-99.4514209844827,45.54016593781491,14TMR
chip_223_292,-100.4903410903016,37.98780391277062,14SLH
chip_134_423,-89.93142254980347,43.27234943225931,15TYJ
chip_245_583,-78.5072353020022,35.46107442235395,17SQV
chip_080_176,-111.10860392707211,45.834103902195686,12TVR
chip_085_361,-95.05130593778992,46.3679574890854,15TUM
chip_303_234,-104.4081164513737,32.957452173945796,13SES
chip_113_494,-83.84550462631461,44.12238301919906,16TGP
chip_131_438,-88.66786915067784,43.38886530900297,16TCP
chip_317_529,-83.22657522635987,31.697555688179193,17SKR
chip_242_441,-89.09050698172275,36.732556829507665,16SCF
chip_111_400,-91.75782222724938,44.73156788255492,15TWK
chip_251_587,-78.29664964046155,35.06273311014953,17SQU
chip_096_385,-92.99188620895845,45.671781339376714,15TVL
chip_102_344,-96.52404020284526,45.34136682578179,14TPR
chip_087_324,-98.26989726313099,46.23116375646454,14TNS
chip_130_425,-89.74349027384044,43.50481567575798,15TYJ
chip_130_427,-89.576908145077,43.49678892214594,15TYJ
chip_165_372,-94.22351849714806,41.536672727111345,15TUG
chip_120_338,-97.0220637673263,44.2519336251981,14TPQ
chip_050_343,-96.63984492685934,48.49852119995672,14UPU
chip_318_544,-82.18030950800946,31.51152682479103,17RLQ
chip_192_404,-91.72759014539513,39.85618589332575,15TXE
chip_221_292,-100.49764995076515,38.107580602782726,14SLH
chip_182_402,-91.8513578657444,40.46071253077124,15TWE
chip_117_443,-88.15639163062376,44.205485460361736,16TDQ
chip_057_118,-116.4318761220917,46.55021706389926,11TNM
chip_104_423,-89.76785685142764,45.07708891383204,15TYL
chip_119_509,-82.66498051695913,43.64330724121916,17TLJ
chip_118_564,-78.1279516102615,43.16140610113823,17TQH
chip_204_480,-85.83655010302428,38.79243675994873,16SEH
chip_255_579,-78.93458517488288,34.913900081301946,17SPU
chip_271_264,-102.39896356564871,35.01640294761678,13SGU
chip_122_150,-112.68683371447638,43.07464033599219,12TUN
chip_019_126,-116.45826165427692,48.91452759629715,11UNQ
chip_237_466,-87.16449628530013,36.90735837872492,16SDF
chip_132_487,-84.62214426007758,43.039110074166636,16TFN
chip_258_265,-102.3897320737919,35.7991742266754,13SGV
chip_130_395,-92.24627492451864,43.59991292325079,15TWJ
chip_103_347,-96.26647248381691,45.28168665386364,14TQR
chip_200_364,-94.90537772733705,39.4443124829489,15SUD
chip_166_264,-102.9703252609989,41.29924629748602,13TFF
chip_163_469,-86.36720686448557,41.30696799534888,16TEL
chip_241_446,-88.70603561807896,36.7699797535033,16SCF
chip_242_595,-77.58459105407715,35.50267800964262,18STE
chip_224_330,-97.55368551577683,38.00031728353586,14SPH
chip_159_520,-82.2373322700652,41.16935129111913,17TLF
chip_181_460,-87.22629323167989,40.2841411226516,16TDK
chip_332_500,-85.3972913082055,31.013404497802593,16RFV
chip_137_498,-83.77078048886898,42.65875653489666,16TGN
chip_108_450,-87.5005426681648,44.710070470543684,16TDQ
chip_130_482,-85.01484172978384,43.19392524396473,16TFN
chip_221_313,-98.87352596361498,38.15639874007012,14SNH
chip_308_410,-91.67118315861455,32.883711979116235,15SXS
chip_213_332,-97.4118106524738,38.66160323071287,14SPH
chip_212_440,-88.99853324799099,38.53100760223657,16SCH
chip_166_380,-93.57661052151353,41.466032736843914,15TVF
chip_191_457,-87.53544513907359,39.703149953141896,16SDJ
chip_177_515,-82.83771198703091,40.14253441403584,17TLE
chip_137_437,-88.7888769196543,43.03346760576581,16TCN
chip_149_475,-85.76297001162636,42.105545160279014,16TEM
chip_220_609,-76.22121908707744,36.62861413620843,18SUF
chip_097_377,-93.68339761095496,45.624872570787836,15TVL
chip_073_322,-98.47539482330838,47.07712914480954,14TNT
chip_229_591,-77.69197870669092,36.314432857689404,18STF
chip_090_311,-99.38999021417047,46.026099097155644,14TMS
chip_245_334,-97.22378513071837,36.74466600365379,14SPF
chip_165_439,-88.7992648192871,41.3466737002754,16TCL
chip_103_416,-90.35981049582496,45.163773579254595,15TYL
chip_223_374,-94.15273456445354,38.05620691556541,15SUC
chip_128_437,-88.73186312287422,43.57356135008495,16TCP
chip_095_354,-95.6641522338051,45.76527323375641,14TQR
chip_119_403,-91.5350367723724,44.24122641296931,15TXK
chip_284_274,-101.60082534075335,34.27476715522193,14SKD
chip_177_243,-104.58162811886065,40.538309955544925,13TEE
chip_344_459,-88.35068022365121,30.528881156254844,16RCU
chip_113_331,-97.62287773450463,44.66823566325852,14TPQ
chip_061_354,-95.65344958660317,47.82880171176913,14UQU
chip_169_403,-91.72478837697076,41.237383390425855,15TXF
chip_146_496,-84.02765115654049,42.13746587522193,17TKG
chip_269_479,-86.42485789133552,34.92038600209347,16SED
chip_239_356,-95.55032707683253,37.1099062074012,15STB
chip_288_407,-91.8242592895905,34.09401854966151,15SXT
chip_124_390,-92.64630678702524,43.972336016234316,15TWJ
chip_099_398,-91.88349575609116,45.4610214865702,15TWL
chip_276_570,-79.85568946847417,33.764924640503494,17SPT
chip_152_584,-77.05869497493899,40.92551396413621,18TUL
chip_213_336,-97.10000161808892,38.664772408013626,14SPH
chip_266_454,-88.25478549384393,35.23645527331435,16SCE
chip_051_304,-100.1433602767268,48.37757449094433,14UMU
chip_321_522,-83.75735202325964,31.51366420412911,17RKQ
chip_210_442,-88.83161054438834,38.64165076941791,16SCH
chip_160_616,-74.69163983232684,40.052722856463625,18TWK
chip_185_263,-102.93888723158311,40.15786236980764,13TFE
chip_121_276,-102.24073421492737,44.04885098295957,13TGJ
chip_087_362,-94.96609681410301,46.24613729211128,15TUM
chip_162_404,-91.61799835817966,41.65448112656793,15TXG
chip_171_353,-95.76658742178488,41.1885430633975,15TTF
chip_153_398,-92.07508357089418,42.21033750260368,15TWG
chip_151_415,-90.6751888184423,42.28068523792043,15TXG
chip_193_340,-96.80131640811571,39.866318871377736,14TPK
chip_127_397,-92.06885127197948,43.775571255307156,15TWJ
chip_143_426,-89.73172084554008,42.72038554148506,15TYH
chip_064_117,-116.38705577822921,46.122827845781345,11TNM
chip_112_421,-89.9816487905581,44.60293073145284,15TYK
chip_096_305,-99.88825703740248,45.6493582017371,14TMR
chip_156_487,-84.85499063619693,41.60683475702519,16TFM
chip_118_433,-89.0037554167994,44.192405276873075,16TCQ
chip_184_473,-86.21987861725627,40.02905918045188,16TEK
chip_180_498,-84.20958184059512,40.09762368080188,16TGK
chip_080_355,-95.57199944803824,46.67376553096256,14TQS
chip_114_598,-75.29825001142606,42.984804704794385,18TVN
chip_220_435,-89.42970324891205,38.073983434936004,16SBH
chip_176_512,-83.06341396697263,40.226581722457354,17TLE
chip_311_369,-94.63687106091957,32.77703179646403,15SUS
chip_143_446,-88.08663133186758,42.63073970128464,16TDN
chip_197_410,-91.27236606177598,39.53965336795047,15SXD
chip_129_495,-83.93263303890222,43.15901216368044,16TGN
chip_213_293,-100.44933253371518,38.58950173879221,14SLH
chip_393_327,-97.56976755859174,27.81014744024273,14RPR
chip_197_459,-87.42069938467753,39.33407433748992,16SDJ
chip_265_440,-89.28952146473983,35.36020000445597,16SBE
chip_099_322,-98.41717073479654,45.50212794825266,14TNR
chip_185_433,-89.39605832310961,40.17587713342293,16TBK
chip_208_476,-86.1794970255331,38.57911333020373,16SEH
chip_063_084,-119.18759409140776,45.72777471944818,11TLL
chip_238_337,-97.00150589211732,37.16656962464532,14SPG
chip_180_342,-96.64983859545957,40.64699963389653,14TPL
chip_302_542,-82.15589308545351,32.483844246287944,17SLR
chip_339_505,-85.10319442949746,30.558812532991524,16RFU
chip_131_487,-84.61223201345302,43.09884090248201,16TFN
chip_141_435,-88.97872744761253,42.802549551500825,16TCN
chip_047_106,-117.65031272552775,46.9823202091547,11TMN
chip_318_539,-82.53187380310858,31.55471101867982,17RLQ
chip_250_447,-88.68287645034576,36.22706094686199,16SCF
chip_209_312,-98.98003884430571,38.873658826054864,14SMJ
chip_094_375,-93.84978815694275,45.80915901667453,15TVL
chip_163_592,-76.60778479907358,40.18280282144112,18TUK
chip_177_465,-86.79869481253513,40.494697158624426,16TEK
chip_170_612,-75.17467643360817,39.52044153470671,18SVJ
chip_331_497,-85.60008406373981,31.093446132741818,16RFV
chip_262_577,-79.17202003170505,34.52132818570241,17SPU
chip_198_442,-88.76043401665294,39.35906083120432,16SCJ
chip_174_581,-77.63544236918007,39.6662548247601,18STJ
chip_101_396,-92.0623262298221,45.34535437454541,15TWL
chip_145_493,-84.26123717787537,42.219515157829576,17TKG
chip_230_278,-101.53846444764929,37.5243990025,14SKG
chip_056_107,-117.38800770824051,46.46381760885821,11TMM
chip_221_314,-98.79613730078765,38.158186914404865,14SNH
chip_158_524,-81.90604337702287,41.1936682676141,17TMF
chip_370_348,-96.14569339737113,29.21945445578008,14RQT
chip_113_594,-75.60441302045555,43.09519057087457,18TVN
chip_171_411,-91.0875657820184,41.094275432796245,15TXF
chip_336_498,-85.56855230698514,30.78647457528866,16RFV
chip_307_344,-96.44221674976146,33.025227496626215,14SQB
chip_058_298,-100.65094078578703,47.934284279280256,14ULU
chip_309_431,-90.16109118535408,32.75593190810746,15SYS
chip_057_345,-96.45681957441616,48.07219621350788,14UPU
chip_121_583,-76.63274397057928,42.76189659800639,18TUN
chip_309_541,-82.29933734444863,32.07498480975899,17SLR
chip_121_151,-112.61957285212014,43.144373958278365,12TUN
chip_151_436,-88.95750058760628,42.198628920243564,16TCM
chip_229_296,-100.16136754747906,37.63934209737059,14SLG
chip_139_322,-98.33275572894014,43.09081332189882,14TNN
chip_100_383,-93.17446265183081,45.43371981423334,15TVL
chip_066_319,-98.75732414883379,47.497442513884295,14TNT
chip_295_544,-81.93949762030743,32.883388773585,17SMS
chip_201_319,-98.44904542755526,39.365111098434056,14SNJ
chip_247_587,-78.24143492032294,35.298767469660724,17SQV
chip_323_526,-83.49434071387816,31.36257794694799,17RKQ
chip_215_445,-88.62870064369538,38.32901363970413,16SCH
chip_047_091,-118.93102986162937,46.770694670790185,11TLM
chip_115_486,-84.53481125322483,44.062535434920534,16TFP
chip_221_446,-88.58761334514348,37.96571416641819,16SCH
chip_242_448,-88.56046217704545,36.70088846927932,16SCF
chip_111_390,-92.60730514419134,44.755805407226475,15TWK
chip_161_469,-86.35081004120147,41.42641759867661,16TEL
chip_052_240,-105.85578913525625,48.02937834231257,13UDP
chip_343_535,-83.05474764361878,30.091509633656063,17RKP
chip_204_377,-93.88819930136941,39.19135387551494,15SVD
chip_242_468,-87.04871170320631,36.5975557447696,16SDF
chip_198_366,-94.74570891000363,39.562747627834156,15SUD
chip_239_475,-86.49793949786314,36.73595760119105,16SEF
chip_170_410,-91.16400002453078,41.15729394734533,15TXF
chip_244_592,-77.83309099085253,35.419276116344534,18STE
chip_112_479,-85.09117984227882,44.29168669591723,16TFQ
chip_186_456,-87.57922719065236,40.007144039609535,16TDK
chip_128_412,-90.81806172249823,43.67210924578977,15TXJ
chip_225_272,-102.02242659787615,37.80177588059563,13SGB
chip_124_465,-86.36997662882608,43.66377966717012,16TEP
chip_134_481,-85.13532480254743,42.96176360510254,16TFN
chip_237_597,-77.36519928286812,35.77387065677791,18STE
chip_037_101,-118.2821911735471,47.50430351077732,11TLN
chip_185_486,-85.20275826879647,39.885190008648344,16TFK
chip_060_311,-99.48531731770288,47.846454265416334,14UMU
chip_158_520,-82.22567256815107,41.228746640230916,17TLF
chip_257_559,-80.42210786321648,35.00084534377675,17SNU
chip_218_454,-87.95245130858696,38.10601562801067,16SDH
chip_219_468,-86.88165415526751,37.97059692420245,16SEH
chip_102_453,-87.19956550552602,45.05434585367785,16TDQ
chip_129_499,-83.60320559709183,43.12811927746532,16TGN
chip_200_360,-95.22057254702008,39.44667734560372,15SUD
chip_265_280,-101.23718444380401,35.43480867796911,14SKE
chip_204_448,-88.32780435172786,38.97222382978801,16SCJ
chip_330_516,-84.2590406275127,31.02002789662144,16RGV
chip_159_594,-76.38667667520215,40.39325756117178,18TUK
chip_076_300,-100.3983960845251,46.846778203757324,14TLS
chip_134_487,-84.64191732212997,42.91966279119825,16TFN
chip_132_500,-83.5534199536025,42.94134184495398,16TGN
chip_207_477,-86.09394797543005,38.63253309001864,16SEH
